product_name,brand_slug,category_slug,subcategory,gender,store_slug,price,original_price,availability,product_url,image_url
The North Face All-Weather Hiking Boots,the-north-face,home,Footwear,men,the-north-face-store,8690,15800,IN STOCK,https://www.thenorthface.com/p/the-north-face-4-all-weather-hiking-boots,https://picsum.photos/seed/the-north-face-4-all-weather-hiking-boots/600/600
The North Face Waterproof Parka,the-north-face,home,Jackets,women,the-north-face-store,6230,8900,IN STOCK,https://www.thenorthface.com/p/the-north-face-5-waterproof-parka,https://picsum.photos/seed/the-north-face-5-waterproof-parka/600/600
The North Face Insulated Fleece Jacket,the-north-face,home,Fleece,unisex,the-north-face-store,12120,20200,LOW STOCK,https://www.thenorthface.com/p/the-north-face-6-insulated-fleece-jacket,https://picsum.photos/seed/the-north-face-6-insulated-fleece-jacket/600/600
The North Face Lightweight Backpack,the-north-face,home,Backpacks,men,the-north-face-store,8100,16200,IN STOCK,https://www.thenorthface.com/p/the-north-face-7-lightweight-backpack,https://picsum.photos/seed/the-north-face-7-lightweight-backpack/600/600
The North Face All-Weather Hiking Boots,the-north-face,home,Footwear,women,the-north-face-store,5460,9100,IN STOCK,https://www.thenorthface.com/p/the-north-face-8-all-weather-hiking-boots,https://picsum.photos/seed/the-north-face-8-all-weather-hiking-boots/600/600
The North Face Waterproof Parka,the-north-face,home,Jackets,unisex,the-north-face-store,9945,15300,IN STOCK,https://www.thenorthface.com/p/the-north-face-9-waterproof-parka,https://picsum.photos/seed/the-north-face-9-waterproof-parka/600/600
The North Face Insulated Fleece Jacket,the-north-face,home,Fleece,men,the-north-face-store,3760,4700,IN STOCK,https://www.thenorthface.com/p/the-north-face-10-insulated-fleece-jacket,https://picsum.photos/seed/the-north-face-10-insulated-fleece-jacket/600/600
The North Face Lightweight Backpack,the-north-face,home,Backpacks,women,the-north-face-store,11250,22500,IN STOCK,https://www.thenorthface.com/p/the-north-face-11-lightweight-backpack,https://picsum.photos/seed/the-north-face-11-lightweight-backpack/600/600
The North Face All-Weather Hiking Boots,the-north-face,home,Footwear,unisex,the-north-face-store,7150,11000,LOW STOCK,https://www.thenorthface.com/p/the-north-face-12-all-weather-hiking-boots,https://picsum.photos/seed/the-north-face-12-all-weather-hiking-boots/600/600
The North Face Waterproof Parka,the-north-face,home,Jackets,men,the-north-face-store,7260,13200,IN STOCK,https://www.thenorthface.com/p/the-north-face-13-waterproof-parka,https://picsum.photos/seed/the-north-face-13-waterproof-parka/600/600
The North Face Insulated Fleece Jacket,the-north-face,home,Fleece,women,the-north-face-store,13950,18600,IN STOCK,https://www.thenorthface.com/p/the-north-face-14-insulated-fleece-jacket,https://picsum.photos/seed/the-north-face-14-insulated-fleece-jacket/600/600
The North Face Lightweight Backpack,the-north-face,home,Backpacks,unisex,the-north-face-store,3120,5200,IN STOCK,https://www.thenorthface.com/p/the-north-face-15-lightweight-backpack,https://picsum.photos/seed/the-north-face-15-lightweight-backpack/600/600
The North Face All-Weather Hiking Boots,the-north-face,home,Footwear,men,the-north-face-store,5445,9900,IN STOCK,https://www.thenorthface.com/p/the-north-face-16-all-weather-hiking-boots,https://picsum.photos/seed/the-north-face-16-all-weather-hiking-boots/600/600
The North Face Waterproof Parka,the-north-face,home,Jackets,women,the-north-face-store,4845,5700,IN STOCK,https://www.thenorthface.com/p/the-north-face-17-waterproof-parka,https://picsum.photos/seed/the-north-face-17-waterproof-parka/600/600
The North Face Insulated Fleece Jacket,the-north-face,home,Fleece,unisex,the-north-face-store,9500,19000,LOW STOCK,https://www.thenorthface.com/p/the-north-face-18-insulated-fleece-jacket,https://picsum.photos/seed/the-north-face-18-insulated-fleece-jacket/600/600
The North Face Lightweight Backpack,the-north-face,home,Backpacks,men,the-north-face-store,3355,6100,LOW STOCK,https://www.thenorthface.com/p/the-north-face-19-lightweight-backpack,https://picsum.photos/seed/the-north-face-19-lightweight-backpack/600/600
The North Face All-Weather Hiking Boots,the-north-face,home,Footwear,women,the-north-face-store,4485,6900,IN STOCK,https://www.thenorthface.com/p/the-north-face-20-all-weather-hiking-boots,https://picsum.photos/seed/the-north-face-20-all-weather-hiking-boots/600/600
Ralph Lauren Classic Blazer,ralph-lauren,clothing,Dresses,women,ralph-lauren-store,9280,11600,OUT OF STOCK,https://www.ralphlauren.com/p/ralph-lauren-1-classic-blazer,https://picsum.photos/seed/ralph-lauren-1-classic-blazer/600/600
Ralph Lauren Relaxed Shirt Dress,ralph-lauren,clothing,Jackets,men,ralph-lauren-store,11330,20600,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-2-relaxed-shirt-dress,https://picsum.photos/seed/ralph-lauren-2-relaxed-shirt-dress/600/600
Ralph Lauren Slim Fit Denim Jacket,ralph-lauren,clothing,Jeans,unisex,ralph-lauren-store,5520,9200,OUT OF STOCK,https://www.ralphlauren.com/p/ralph-lauren-3-slim-fit-denim-jacket,https://picsum.photos/seed/ralph-lauren-3-slim-fit-denim-jacket/600/600
Ralph Lauren Oversized Knit Sweater,ralph-lauren,clothing,Shirts,women,ralph-lauren-store,8475,11300,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-4-oversized-knit-sweater,https://picsum.photos/seed/ralph-lauren-4-oversized-knit-sweater/600/600
Ralph Lauren Tailored Trench Coat,ralph-lauren,clothing,Sweaters,men,ralph-lauren-store,7440,12400,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-5-tailored-trench-coat,https://picsum.photos/seed/ralph-lauren-5-tailored-trench-coat/600/600
Ralph Lauren Classic Midi Dress,ralph-lauren,clothing,Dresses,unisex,ralph-lauren-store,18785,22100,LOW STOCK,https://www.ralphlauren.com/p/ralph-lauren-6-classic-midi-dress,https://picsum.photos/seed/ralph-lauren-6-classic-midi-dress/600/600
Ralph Lauren Relaxed Blazer,ralph-lauren,clothing,Jackets,women,ralph-lauren-store,3575,5500,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-7-relaxed-blazer,https://picsum.photos/seed/ralph-lauren-7-relaxed-blazer/600/600
Ralph Lauren Slim Fit Shirt Dress,ralph-lauren,clothing,Jeans,men,ralph-lauren-store,16830,19800,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-8-slim-fit-shirt-dress,https://picsum.photos/seed/ralph-lauren-8-slim-fit-shirt-dress/600/600
Ralph Lauren Oversized Denim Jacket,ralph-lauren,clothing,Shirts,unisex,ralph-lauren-store,12240,14400,LOW STOCK,https://www.ralphlauren.com/p/ralph-lauren-9-oversized-denim-jacket,https://picsum.photos/seed/ralph-lauren-9-oversized-denim-jacket/600/600
Ralph Lauren Tailored Knit Sweater,ralph-lauren,clothing,Sweaters,women,ralph-lauren-store,6900,13800,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-10-tailored-knit-sweater,https://picsum.photos/seed/ralph-lauren-10-tailored-knit-sweater/600/600
Ralph Lauren Classic Trench Coat,ralph-lauren,clothing,Dresses,men,ralph-lauren-store,3750,7500,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-11-classic-trench-coat,https://picsum.photos/seed/ralph-lauren-11-classic-trench-coat/600/600
Ralph Lauren Relaxed Midi Dress,ralph-lauren,clothing,Jackets,unisex,ralph-lauren-store,6820,12400,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-12-relaxed-midi-dress,https://picsum.photos/seed/ralph-lauren-12-relaxed-midi-dress/600/600
Ralph Lauren Slim Fit Blazer,ralph-lauren,clothing,Jeans,women,ralph-lauren-store,10890,19800,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-13-slim-fit-blazer,https://picsum.photos/seed/ralph-lauren-13-slim-fit-blazer/600/600
Ralph Lauren Oversized Shirt Dress,ralph-lauren,clothing,Shirts,men,ralph-lauren-store,8850,11800,LOW STOCK,https://www.ralphlauren.com/p/ralph-lauren-14-oversized-shirt-dress,https://picsum.photos/seed/ralph-lauren-14-oversized-shirt-dress/600/600
Ralph Lauren Tailored Denim Jacket,ralph-lauren,clothing,Sweaters,unisex,ralph-lauren-store,2200,4400,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-15-tailored-denim-jacket,https://picsum.photos/seed/ralph-lauren-15-tailored-denim-jacket/600/600
Ralph Lauren Classic Knit Sweater,ralph-lauren,clothing,Dresses,women,ralph-lauren-store,8840,10400,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-16-classic-knit-sweater,https://picsum.photos/seed/ralph-lauren-16-classic-knit-sweater/600/600
Ralph Lauren Relaxed Trench Coat,ralph-lauren,clothing,Jackets,men,ralph-lauren-store,8960,11200,LOW STOCK,https://www.ralphlauren.com/p/ralph-lauren-17-relaxed-trench-coat,https://picsum.photos/seed/ralph-lauren-17-relaxed-trench-coat/600/600
Ralph Lauren Slim Fit Midi Dress,ralph-lauren,clothing,Jeans,unisex,ralph-lauren-store,12150,16200,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-18-slim-fit-midi-dress,https://picsum.photos/seed/ralph-lauren-18-slim-fit-midi-dress/600/600
Ralph Lauren Oversized Blazer,ralph-lauren,clothing,Shirts,women,ralph-lauren-store,3960,7200,LOW STOCK,https://www.ralphlauren.com/p/ralph-lauren-19-oversized-blazer,https://picsum.photos/seed/ralph-lauren-19-oversized-blazer/600/600
Ralph Lauren Tailored Shirt Dress,ralph-lauren,clothing,Sweaters,men,ralph-lauren-store,19680,24600,IN STOCK,https://www.ralphlauren.com/p/ralph-lauren-20-tailored-shirt-dress,https://picsum.photos/seed/ralph-lauren-20-tailored-shirt-dress/600/600
Tommy Hilfiger Classic Blazer,tommy-hilfiger,clothing,Dresses,women,tommy-hilfiger-store,2280,3800,LOW STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-1-classic-blazer,https://picsum.photos/seed/tommy-hilfiger-1-classic-blazer/600/600
Tommy Hilfiger Relaxed Shirt Dress,tommy-hilfiger,clothing,Jackets,men,tommy-hilfiger-store,3920,4900,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-2-relaxed-shirt-dress,https://picsum.photos/seed/tommy-hilfiger-2-relaxed-shirt-dress/600/600
Tommy Hilfiger Slim Fit Denim Jacket,tommy-hilfiger,clothing,Jeans,unisex,tommy-hilfiger-store,1320,2200,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-3-slim-fit-denim-jacket,https://picsum.photos/seed/tommy-hilfiger-3-slim-fit-denim-jacket/600/600
Tommy Hilfiger Oversized Knit Sweater,tommy-hilfiger,clothing,Shirts,women,tommy-hilfiger-store,1125,1500,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-4-oversized-knit-sweater,https://picsum.photos/seed/tommy-hilfiger-4-oversized-knit-sweater/600/600
Tommy Hilfiger Tailored Trench Coat,tommy-hilfiger,clothing,Sweaters,men,tommy-hilfiger-store,4125,5500,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-5-tailored-trench-coat,https://picsum.photos/seed/tommy-hilfiger-5-tailored-trench-coat/600/600
Tommy Hilfiger Classic Midi Dress,tommy-hilfiger,clothing,Dresses,unisex,tommy-hilfiger-store,1430,2200,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-6-classic-midi-dress,https://picsum.photos/seed/tommy-hilfiger-6-classic-midi-dress/600/600
Tommy Hilfiger Relaxed Blazer,tommy-hilfiger,clothing,Jackets,women,tommy-hilfiger-store,2250,3000,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-7-relaxed-blazer,https://picsum.photos/seed/tommy-hilfiger-7-relaxed-blazer/600/600
Tommy Hilfiger Slim Fit Shirt Dress,tommy-hilfiger,clothing,Jeans,men,tommy-hilfiger-store,3705,5700,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-8-slim-fit-shirt-dress,https://picsum.photos/seed/tommy-hilfiger-8-slim-fit-shirt-dress/600/600
Tommy Hilfiger Oversized Denim Jacket,tommy-hilfiger,clothing,Shirts,unisex,tommy-hilfiger-store,1560,2400,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-9-oversized-denim-jacket,https://picsum.photos/seed/tommy-hilfiger-9-oversized-denim-jacket/600/600
Tommy Hilfiger Tailored Knit Sweater,tommy-hilfiger,clothing,Sweaters,women,tommy-hilfiger-store,1800,3600,LOW STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-10-tailored-knit-sweater,https://picsum.photos/seed/tommy-hilfiger-10-tailored-knit-sweater/600/600
Tommy Hilfiger Classic Trench Coat,tommy-hilfiger,clothing,Dresses,men,tommy-hilfiger-store,1425,1900,OUT OF STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-11-classic-trench-coat,https://picsum.photos/seed/tommy-hilfiger-11-classic-trench-coat/600/600
Tommy Hilfiger Relaxed Midi Dress,tommy-hilfiger,clothing,Jackets,unisex,tommy-hilfiger-store,1050,1500,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-12-relaxed-midi-dress,https://picsum.photos/seed/tommy-hilfiger-12-relaxed-midi-dress/600/600
Tommy Hilfiger Slim Fit Blazer,tommy-hilfiger,clothing,Jeans,women,tommy-hilfiger-store,5070,7800,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-13-slim-fit-blazer,https://picsum.photos/seed/tommy-hilfiger-13-slim-fit-blazer/600/600
Tommy Hilfiger Oversized Shirt Dress,tommy-hilfiger,clothing,Shirts,men,tommy-hilfiger-store,5040,7200,OUT OF STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-14-oversized-shirt-dress,https://picsum.photos/seed/tommy-hilfiger-14-oversized-shirt-dress/600/600
Tommy Hilfiger Tailored Denim Jacket,tommy-hilfiger,clothing,Sweaters,unisex,tommy-hilfiger-store,2925,4500,OUT OF STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-15-tailored-denim-jacket,https://picsum.photos/seed/tommy-hilfiger-15-tailored-denim-jacket/600/600
Tommy Hilfiger Classic Knit Sweater,tommy-hilfiger,clothing,Dresses,women,tommy-hilfiger-store,6020,8600,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-16-classic-knit-sweater,https://picsum.photos/seed/tommy-hilfiger-16-classic-knit-sweater/600/600
Tommy Hilfiger Relaxed Trench Coat,tommy-hilfiger,clothing,Jackets,men,tommy-hilfiger-store,1870,3400,LOW STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-17-relaxed-trench-coat,https://picsum.photos/seed/tommy-hilfiger-17-relaxed-trench-coat/600/600
Tommy Hilfiger Slim Fit Midi Dress,tommy-hilfiger,clothing,Jeans,unisex,tommy-hilfiger-store,975,1500,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-18-slim-fit-midi-dress,https://picsum.photos/seed/tommy-hilfiger-18-slim-fit-midi-dress/600/600
Tommy Hilfiger Oversized Blazer,tommy-hilfiger,clothing,Shirts,women,tommy-hilfiger-store,5270,6200,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-19-oversized-blazer,https://picsum.photos/seed/tommy-hilfiger-19-oversized-blazer/600/600
Tommy Hilfiger Tailored Shirt Dress,tommy-hilfiger,clothing,Sweaters,men,tommy-hilfiger-store,3120,5200,IN STOCK,https://www.usa.tommy.com/p/tommy-hilfiger-20-tailored-shirt-dress,https://picsum.photos/seed/tommy-hilfiger-20-tailored-shirt-dress/600/600
Lacoste Classic Blazer,lacoste,clothing,Dresses,women,lacoste-store,3910,4600,IN STOCK,https://www.lacoste.com/p/lacoste-1-classic-blazer,https://picsum.photos/seed/lacoste-1-classic-blazer/600/600
Lacoste Relaxed Shirt Dress,lacoste,clothing,Jackets,men,lacoste-store,5655,8700,IN STOCK,https://www.lacoste.com/p/lacoste-2-relaxed-shirt-dress,https://picsum.photos/seed/lacoste-2-relaxed-shirt-dress/600/600
Lacoste Slim Fit Denim Jacket,lacoste,clothing,Jeans,unisex,lacoste-store,3910,4600,LOW STOCK,https://www.lacoste.com/p/lacoste-3-slim-fit-denim-jacket,https://picsum.photos/seed/lacoste-3-slim-fit-denim-jacket/600/600
Lacoste Oversized Knit Sweater,lacoste,clothing,Shirts,women,lacoste-store,1820,2800,IN STOCK,https://www.lacoste.com/p/lacoste-4-oversized-knit-sweater,https://picsum.photos/seed/lacoste-4-oversized-knit-sweater/600/600
Lacoste Tailored Trench Coat,lacoste,clothing,Sweaters,men,lacoste-store,1575,2100,IN STOCK,https://www.lacoste.com/p/lacoste-5-tailored-trench-coat,https://picsum.photos/seed/lacoste-5-tailored-trench-coat/600/600
Lacoste Classic Midi Dress,lacoste,clothing,Dresses,unisex,lacoste-store,2175,2900,IN STOCK,https://www.lacoste.com/p/lacoste-6-classic-midi-dress,https://picsum.photos/seed/lacoste-6-classic-midi-dress/600/600
Lacoste Relaxed Blazer,lacoste,clothing,Jackets,women,lacoste-store,1280,1600,LOW STOCK,https://www.lacoste.com/p/lacoste-7-relaxed-blazer,https://picsum.photos/seed/lacoste-7-relaxed-blazer/600/600
Lacoste Slim Fit Shirt Dress,lacoste,clothing,Jeans,men,lacoste-store,3500,7000,IN STOCK,https://www.lacoste.com/p/lacoste-8-slim-fit-shirt-dress,https://picsum.photos/seed/lacoste-8-slim-fit-shirt-dress/600/600
Lacoste Oversized Denim Jacket,lacoste,clothing,Shirts,unisex,lacoste-store,1680,2400,IN STOCK,https://www.lacoste.com/p/lacoste-9-oversized-denim-jacket,https://picsum.photos/seed/lacoste-9-oversized-denim-jacket/600/600
Lacoste Tailored Knit Sweater,lacoste,clothing,Sweaters,women,lacoste-store,4550,6500,IN STOCK,https://www.lacoste.com/p/lacoste-10-tailored-knit-sweater,https://picsum.photos/seed/lacoste-10-tailored-knit-sweater/600/600
Lacoste Classic Trench Coat,lacoste,clothing,Dresses,men,lacoste-store,2295,2700,IN STOCK,https://www.lacoste.com/p/lacoste-11-classic-trench-coat,https://picsum.photos/seed/lacoste-11-classic-trench-coat/600/600
Lacoste Relaxed Midi Dress,lacoste,clothing,Jackets,unisex,lacoste-store,3850,7000,LOW STOCK,https://www.lacoste.com/p/lacoste-12-relaxed-midi-dress,https://picsum.photos/seed/lacoste-12-relaxed-midi-dress/600/600
Lacoste Slim Fit Blazer,lacoste,clothing,Jeans,women,lacoste-store,7225,8500,IN STOCK,https://www.lacoste.com/p/lacoste-13-slim-fit-blazer,https://picsum.photos/seed/lacoste-13-slim-fit-blazer/600/600
Lacoste Oversized Shirt Dress,lacoste,clothing,Shirts,men,lacoste-store,2280,3800,IN STOCK,https://www.lacoste.com/p/lacoste-14-oversized-shirt-dress,https://picsum.photos/seed/lacoste-14-oversized-shirt-dress/600/600
Lacoste Tailored Denim Jacket,lacoste,clothing,Sweaters,unisex,lacoste-store,3100,6200,IN STOCK,https://www.lacoste.com/p/lacoste-15-tailored-denim-jacket,https://picsum.photos/seed/lacoste-15-tailored-denim-jacket/600/600
Lacoste Classic Knit Sweater,lacoste,clothing,Dresses,women,lacoste-store,2200,4400,IN STOCK,https://www.lacoste.com/p/lacoste-16-classic-knit-sweater,https://picsum.photos/seed/lacoste-16-classic-knit-sweater/600/600
Lacoste Relaxed Trench Coat,lacoste,clothing,Jackets,men,lacoste-store,4160,6400,IN STOCK,https://www.lacoste.com/p/lacoste-17-relaxed-trench-coat,https://picsum.photos/seed/lacoste-17-relaxed-trench-coat/600/600
Lacoste Slim Fit Midi Dress,lacoste,clothing,Jeans,unisex,lacoste-store,3360,5600,IN STOCK,https://www.lacoste.com/p/lacoste-18-slim-fit-midi-dress,https://picsum.photos/seed/lacoste-18-slim-fit-midi-dress/600/600
Lacoste Oversized Blazer,lacoste,clothing,Shirts,women,lacoste-store,4080,6800,IN STOCK,https://www.lacoste.com/p/lacoste-19-oversized-blazer,https://picsum.photos/seed/lacoste-19-oversized-blazer/600/600
Lacoste Tailored Shirt Dress,lacoste,clothing,Sweaters,men,lacoste-store,6800,8000,IN STOCK,https://www.lacoste.com/p/lacoste-20-tailored-shirt-dress,https://picsum.photos/seed/lacoste-20-tailored-shirt-dress/600/600
Hugo Boss Classic Blazer,hugo-boss,clothing,Dresses,women,hugo-boss-store,14880,18600,IN STOCK,https://www.hugoboss.com/p/hugo-boss-1-classic-blazer,https://picsum.photos/seed/hugo-boss-1-classic-blazer/600/600
Hugo Boss Relaxed Shirt Dress,hugo-boss,clothing,Jackets,men,hugo-boss-store,7200,12000,IN STOCK,https://www.hugoboss.com/p/hugo-boss-2-relaxed-shirt-dress,https://picsum.photos/seed/hugo-boss-2-relaxed-shirt-dress/600/600
Hugo Boss Slim Fit Denim Jacket,hugo-boss,clothing,Jeans,unisex,hugo-boss-store,14025,16500,IN STOCK,https://www.hugoboss.com/p/hugo-boss-3-slim-fit-denim-jacket,https://picsum.photos/seed/hugo-boss-3-slim-fit-denim-jacket/600/600
Hugo Boss Oversized Knit Sweater,hugo-boss,clothing,Shirts,women,hugo-boss-store,3750,7500,IN STOCK,https://www.hugoboss.com/p/hugo-boss-4-oversized-knit-sweater,https://picsum.photos/seed/hugo-boss-4-oversized-knit-sweater/600/600
Hugo Boss Tailored Trench Coat,hugo-boss,clothing,Sweaters,men,hugo-boss-store,3600,4800,IN STOCK,https://www.hugoboss.com/p/hugo-boss-5-tailored-trench-coat,https://picsum.photos/seed/hugo-boss-5-tailored-trench-coat/600/600
Hugo Boss Classic Midi Dress,hugo-boss,clothing,Dresses,unisex,hugo-boss-store,4830,6900,IN STOCK,https://www.hugoboss.com/p/hugo-boss-6-classic-midi-dress,https://picsum.photos/seed/hugo-boss-6-classic-midi-dress/600/600
Hugo Boss Relaxed Blazer,hugo-boss,clothing,Jackets,women,hugo-boss-store,7600,9500,IN STOCK,https://www.hugoboss.com/p/hugo-boss-7-relaxed-blazer,https://picsum.photos/seed/hugo-boss-7-relaxed-blazer/600/600
Hugo Boss Slim Fit Shirt Dress,hugo-boss,clothing,Jeans,men,hugo-boss-store,18870,22200,IN STOCK,https://www.hugoboss.com/p/hugo-boss-8-slim-fit-shirt-dress,https://picsum.photos/seed/hugo-boss-8-slim-fit-shirt-dress/600/600
Hugo Boss Oversized Denim Jacket,hugo-boss,clothing,Shirts,unisex,hugo-boss-store,6760,10400,IN STOCK,https://www.hugoboss.com/p/hugo-boss-9-oversized-denim-jacket,https://picsum.photos/seed/hugo-boss-9-oversized-denim-jacket/600/600
Hugo Boss Tailored Knit Sweater,hugo-boss,clothing,Sweaters,women,hugo-boss-store,11800,23600,IN STOCK,https://www.hugoboss.com/p/hugo-boss-10-tailored-knit-sweater,https://picsum.photos/seed/hugo-boss-10-tailored-knit-sweater/600/600
Hugo Boss Classic Trench Coat,hugo-boss,clothing,Dresses,men,hugo-boss-store,14880,18600,IN STOCK,https://www.hugoboss.com/p/hugo-boss-11-classic-trench-coat,https://picsum.photos/seed/hugo-boss-11-classic-trench-coat/600/600
Hugo Boss Relaxed Midi Dress,hugo-boss,clothing,Jackets,unisex,hugo-boss-store,5325,7100,IN STOCK,https://www.hugoboss.com/p/hugo-boss-12-relaxed-midi-dress,https://picsum.photos/seed/hugo-boss-12-relaxed-midi-dress/600/600
Hugo Boss Slim Fit Blazer,hugo-boss,clothing,Jeans,women,hugo-boss-store,4000,8000,IN STOCK,https://www.hugoboss.com/p/hugo-boss-13-slim-fit-blazer,https://picsum.photos/seed/hugo-boss-13-slim-fit-blazer/600/600
Hugo Boss Oversized Shirt Dress,hugo-boss,clothing,Shirts,men,hugo-boss-store,13260,20400,IN STOCK,https://www.hugoboss.com/p/hugo-boss-14-oversized-shirt-dress,https://picsum.photos/seed/hugo-boss-14-oversized-shirt-dress/600/600
Hugo Boss Tailored Denim Jacket,hugo-boss,clothing,Sweaters,unisex,hugo-boss-store,4400,8000,LOW STOCK,https://www.hugoboss.com/p/hugo-boss-15-tailored-denim-jacket,https://picsum.photos/seed/hugo-boss-15-tailored-denim-jacket/600/600
Hugo Boss Classic Knit Sweater,hugo-boss,clothing,Dresses,women,hugo-boss-store,15189,21700,LOW STOCK,https://www.hugoboss.com/p/hugo-boss-16-classic-knit-sweater,https://picsum.photos/seed/hugo-boss-16-classic-knit-sweater/600/600
Hugo Boss Relaxed Trench Coat,hugo-boss,clothing,Jackets,men,hugo-boss-store,4400,8800,IN STOCK,https://www.hugoboss.com/p/hugo-boss-17-relaxed-trench-coat,https://picsum.photos/seed/hugo-boss-17-relaxed-trench-coat/600/600
Hugo Boss Slim Fit Midi Dress,hugo-boss,clothing,Jeans,unisex,hugo-boss-store,7990,9400,LOW STOCK,https://www.hugoboss.com/p/hugo-boss-18-slim-fit-midi-dress,https://picsum.photos/seed/hugo-boss-18-slim-fit-midi-dress/600/600
Hugo Boss Oversized Blazer,hugo-boss,clothing,Shirts,women,hugo-boss-store,9185,16700,IN STOCK,https://www.hugoboss.com/p/hugo-boss-19-oversized-blazer,https://picsum.photos/seed/hugo-boss-19-oversized-blazer/600/600
Hugo Boss Tailored Shirt Dress,hugo-boss,clothing,Sweaters,men,hugo-boss-store,20230,23800,IN STOCK,https://www.hugoboss.com/p/hugo-boss-20-tailored-shirt-dress,https://picsum.photos/seed/hugo-boss-20-tailored-shirt-dress/600/600
Michael Kors Structured Tote Bag,michael-kors,bags,Handbags,women,michael-kors-store,121890,143400,IN STOCK,https://www.michaelkors.com/p/michael-kors-1-structured-tote-bag,https://picsum.photos/seed/michael-kors-1-structured-tote-bag/600/600
Michael Kors Compact Crossbody Bag,michael-kors,bags,Crossbody Bags,men,michael-kors-store,35420,64400,IN STOCK,https://www.michaelkors.com/p/michael-kors-2-compact-crossbody-bag,https://picsum.photos/seed/michael-kors-2-compact-crossbody-bag/600/600
Michael Kors Signature Wallet,michael-kors,bags,Totes,unisex,michael-kors-store,35145,63900,LOW STOCK,https://www.michaelkors.com/p/michael-kors-3-signature-wallet,https://picsum.photos/seed/michael-kors-3-signature-wallet/600/600
Michael Kors Pebbled Leather Clutch,michael-kors,bags,Wallets,women,michael-kors-store,56400,94000,LOW STOCK,https://www.michaelkors.com/p/michael-kors-4-pebbled-leather-clutch,https://picsum.photos/seed/michael-kors-4-pebbled-leather-clutch/600/600
Michael Kors Structured Shoulder Bag,michael-kors,bags,Handbags,men,michael-kors-store,111435,131100,IN STOCK,https://www.michaelkors.com/p/michael-kors-5-structured-shoulder-bag,https://picsum.photos/seed/michael-kors-5-structured-shoulder-bag/600/600
Michael Kors Compact Tote Bag,michael-kors,bags,Crossbody Bags,unisex,michael-kors-store,23520,39200,IN STOCK,https://www.michaelkors.com/p/michael-kors-6-compact-tote-bag,https://picsum.photos/seed/michael-kors-6-compact-tote-bag/600/600
Michael Kors Signature Crossbody Bag,michael-kors,bags,Totes,women,michael-kors-store,64005,75300,IN STOCK,https://www.michaelkors.com/p/michael-kors-7-signature-crossbody-bag,https://picsum.photos/seed/michael-kors-7-signature-crossbody-bag/600/600
Michael Kors Pebbled Leather Wallet,michael-kors,bags,Wallets,men,michael-kors-store,67200,89600,IN STOCK,https://www.michaelkors.com/p/michael-kors-8-pebbled-leather-wallet,https://picsum.photos/seed/michael-kors-8-pebbled-leather-wallet/600/600
Michael Kors Structured Clutch,michael-kors,bags,Handbags,unisex,michael-kors-store,53760,76800,IN STOCK,https://www.michaelkors.com/p/michael-kors-9-structured-clutch,https://picsum.photos/seed/michael-kors-9-structured-clutch/600/600
Michael Kors Compact Shoulder Bag,michael-kors,bags,Crossbody Bags,women,michael-kors-store,15889,22700,IN STOCK,https://www.michaelkors.com/p/michael-kors-10-compact-shoulder-bag,https://picsum.photos/seed/michael-kors-10-compact-shoulder-bag/600/600
Michael Kors Signature Tote Bag,michael-kors,bags,Totes,men,michael-kors-store,80905,147100,IN STOCK,https://www.michaelkors.com/p/michael-kors-11-signature-tote-bag,https://picsum.photos/seed/michael-kors-11-signature-tote-bag/600/600
