id,slug,product_name,brand_slug,category_slug,subcategory,gender,description,colors,sizes,tags,rating,reviews,views,new_in,image_url,store_slug,price_usd,original_price_usd,availability,product_url
PI-0202,reebok-club-c-85-vintage-shoes,Club C 85 Vintage Shoes,reebok,shoes,Shoes,unisex,"Reebok Club C 85 Vintage Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.7,195,6450,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100007796_SLC_eCom_large.jpg,reebok-store,85,85,IN STOCK,https://www.reebok.com/products/reebok-club-c-85-vintage-shoes-chalk-alabaster-vector-navy-103162
PI-0203,reebok-club-c-85-vintage-shoes-green,Club C 85 Vintage Shoes (Green),reebok,shoes,Shoes,unisex,"Reebok Club C 85 Vintage Shoes (Green) — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Green,,shoes; shoes,3.8,214,7193,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100000317_SLC_eCom_s_large.jpg,reebok-store,85,85,IN STOCK,https://www.reebok.com/products/reebok-club-c-85-vintage-shoes-chalk-paperwhite-glen-green-103162
PI-0204,reebok-reebok-x-g-unit-g6-men-s-shoes,Reebok x G-Unit G6 Men's Shoes,reebok,mens-shoes,Shoes,men,"Reebok Reebok x G-Unit G6 Men's Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.9,109,4384,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/1x1_GUNIT4_large.jpg,reebok-store,130,130,IN STOCK,https://www.reebok.com/products/reebok-reebok-x-g-unit-g6-mens-shoes-white-blue-red-118020
PI-0205,reebok-nano-x5-training-shoes,Nano X5 Training Shoes,reebok,shoes,Shoes,unisex,"Reebok Nano X5 Training Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4,128,8029,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100279092_SLC_eCom_large.jpg,reebok-store,99.99,150,IN STOCK,https://www.reebok.com/products/reebok-nano-x5-training-shoes-black-grey-6-172449
PI-0206,reebok-club-c-85-vintage-shoes-blue,Club C 85 Vintage Shoes (Blue),reebok,shoes,Shoes,unisex,"Reebok Club C 85 Vintage Shoes (Blue) — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Blue,,shoes; shoes,3.9,71,7406,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100007794_SLC_eCom_large.jpg,reebok-store,85,85,IN STOCK,https://www.reebok.com/products/reebok-club-c-85-vintage-shoes-chalk-alabaster-essential-blue-103162
PI-0207,reebok-classic-leather-shoes-little-kids,Classic Leather Shoes - Little Kids,reebok,shoes,Shoes,unisex,"Reebok Classic Leather Shoes - Little Kids — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.4,90,5517,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100000116_SLC_eCom_large.jpg,reebok-store,50,50,IN STOCK,https://www.reebok.com/products/reebok-classic-leather-shoes-preschool-black-108737
PI-0208,reebok-angel-reese-1-basketball-shoes,Angel Reese 1 Basketball Shoes,reebok,shoes,Shoes,unisex,"Reebok Angel Reese 1 Basketball Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.1,185,4388,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100263426_SLC_eCom_large.jpg,reebok-store,135,135,IN STOCK,https://www.reebok.com/products/reebok-angel-reese-1-shoes-expressive-pink-expressive-pink-black-160540
PI-0209,reebok-nano-x5-training-shoes-red,Nano X5 Training Shoes (Red),reebok,shoes,Shoes,unisex,"Reebok Nano X5 Training Shoes (Red) — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,shoes; shoes,4.6,204,5513,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100225445_SLC_eCom_f2ab9bd0-2df2-4c4b-882c-12c9b6b21084_large.jpg,reebok-store,99.99,140,IN STOCK,https://www.reebok.com/products/reebok-nano-x5-training-shoes-luxe-grey-retro-red-black-118837
PI-0210,reebok-women-s-club-c-85-vintage-shoes,Women's Club C 85 Vintage Shoes,reebok,shoes,Shoes,women,"Reebok Women's Club C 85 Vintage Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,3.8,102,4509,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100007797_SLC_eCom_s_large.jpg,reebok-store,85,85,IN STOCK,https://www.reebok.com/products/reebok-club-c-85-vintage-shoes-chalk-alabaster-glen-green-100012
PI-0211,reebok-women-s-freestyle-hi-shoes,Women's Freestyle Hi Shoes,reebok,shoes,Shoes,women,"Reebok Women's Freestyle Hi Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.3,121,3218,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100000103_SLC_eCom_8611fee9-91f8-4f24-8807-4e3adaa9aa7c_large.jpg,reebok-store,80,80,IN STOCK,https://www.reebok.com/products/reebok-f-s-hi-womens-shoes-white-103475
PI-0212,reebok-women-s-freestyle-hi-shoes-2,Women's Freestyle Hi Shoes (2),reebok,shoes,Shoes,women,"Reebok Women's Freestyle Hi Shoes (2) — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.2,64,3533,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/1x1_kg3_large.jpg,reebok-store,80,80,IN STOCK,https://www.reebok.com/products/reebok-womens-f-s-hi-shoes-ftwr-white-blue-gum-158559
PI-0213,reebok-nano-x4-training-shoes,Nano X4 Training Shoes,reebok,shoes,Shoes,unisex,"Reebok Nano X4 Training Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.7,83,5936,true,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100253799_SLC_eCom_b75dacc1-a953-4561-b822-86444ad5f04d_large.jpg,reebok-store,79.99,140,IN STOCK,https://www.reebok.com/products/reebok-nano-x4-training-shoes-black-black-white-154862
PI-0214,reebok-club-c-85-vintage-shoes-gum,Club C 85 Vintage Shoes (Gum),reebok,shoes,Shoes,unisex,"Reebok Club C 85 Vintage Shoes (Gum) — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.4,178,7815,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100233953_SLC_eCom_344a5c3a-417e-470d-8f9a-5eab8d77e2b6_large.jpg,reebok-store,85,85,IN STOCK,https://www.reebok.com/products/reebok-club-c-85-vintage-shoes-chalk-black-gum-103162
PI-0215,reebok-club-c-85-shoes,Club C 85 Shoes,reebok,shoes,Shoes,unisex,"Reebok Club C 85 Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.9,197,3342,true,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100000154_SLC_eCom_e8e16aea-6c4e-45a6-b3c7-2a2973581caa_large.jpg,reebok-store,85,85,IN STOCK,https://www.reebok.com/products/reebok-club-c-85-shoes-white-sheer-grey-100050
PI-0216,reebok-women-s-zig-dynamica-str-shoes,Women's Zig Dynamica STR Shoes,reebok,shoes,Shoes,women,"Reebok Women's Zig Dynamica STR Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4.8,140,2479,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100252501_SLC_eCom_large.jpg,reebok-store,44.99,75,IN STOCK,https://www.reebok.com/products/reebok-womens-zig-dynamica-str-running-shoes-white-glitch-aqua-143797
PI-0217,reebok-women-s-zig-dynamica-str-shoes-2,Women's Zig Dynamica STR Shoes (2),reebok,shoes,Shoes,women,"Reebok Women's Zig Dynamica STR Shoes (2) — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,3.9,159,2692,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100222244_SLC_eCom_large.jpg,reebok-store,44.99,75,IN STOCK,https://www.reebok.com/products/reebok-zig-dynamica-str-shoes-black-white-slvmt-112920
PI-0218,reebok-nano-x5-edge-training-shoes,Nano X5 Edge Training Shoes,reebok,shoes,Shoes,unisex,"Reebok Nano X5 Edge Training Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,4,150,5573,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100244425_SLC_eCom_large.jpg,reebok-store,150,150,IN STOCK,https://www.reebok.com/products/reebok-nano-x5-edge-training-shoes-black-grey-5-146092
PI-0219,reebok-nano-x4-training-shoes-grey,Nano X4 Training Shoes (Grey),reebok,shoes,Shoes,unisex,"Reebok Nano X4 Training Shoes (Grey) — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Grey,,shoes; shoes,4.5,169,6586,false,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100254234_SLC_eCom_8817039e-5f24-44dd-a4aa-add2015e023b_large.jpg,reebok-store,79.99,140,IN STOCK,https://www.reebok.com/products/reebok-nano-x4-training-shoes-grey-4-grey-1-grey-6-154862
PI-0220,reebok-women-s-nano-x4-training-shoes,Women's Nano X4 Training Shoes,reebok,shoes,Shoes,women,"Reebok Women's Nano X4 Training Shoes — shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; shoes,3.9,93,4166,true,https://cdn.shopify.com/s/files/1/0862/7834/0912/files/100253814_SLC_eCom_6769e8c5-4401-467d-8384-16346030aca0_large.jpg,reebok-store,79.99,140,IN STOCK,https://www.reebok.com/products/reebok-womens-nano-x4-training-shoes-chalk-future-cyan-pink-blast-154884
PI-0001,new-balance-brighton-v2,Brighton V2,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Brighton V2 — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4.6,106,6983,false,https://nb.scene7.com/is/image/NB/mg202wgy_nb_02_i?$pdpflexf2$,new-balance-store,119.99,119.99,IN STOCK,https://www.newbalance.com/pd/brighton-v2/MG202.html
PI-0002,new-balance-550-sl,550 SL,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance 550 SL — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4.1,87,300,false,https://nb.scene7.com/is/image/NB/mg550wt_nb_02_i?$pdpflexf2$,new-balance-store,139.95,139.95,IN STOCK,https://www.newbalance.com/pd/550-sl/MG550.html
PI-0003,new-balance-997-golf,997 Golf,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance 997 Golf — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,3.6,68,1025,false,https://nb.scene7.com/is/image/NB/mg997gb_nb_02_i?$pdpflexf2$,new-balance-store,134.99,134.99,IN STOCK,https://www.newbalance.com/pd/997-golf/MG997.html
PI-0004,new-balance-brighton-v2-w,Brighton V2 (W),new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Brighton V2 (W) — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4.5,49,466,false,https://nb.scene7.com/is/image/NB/wg202wgy_nb_02_i?$pdpflexf2$,new-balance-store,119.99,119.99,IN STOCK,https://www.newbalance.com/pd/brighton-v2/WG202.html
PI-0005,new-balance-327-golf,327 Golf,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance 327 Golf — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4,230,5341,false,https://nb.scene7.com/is/image/NB/wg327wtb_nb_02_i?$pdpflexf2$,new-balance-store,119.99,119.99,IN STOCK,https://www.newbalance.com/pd/327-golf/WG327.html
PI-0006,new-balance-youth-adversary-2-knicker-solid-athletic,Youth Adversary 2 Knicker Solid Athletic,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Youth Adversary 2 Knicker Solid Athletic — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4.9,211,6064,true,https://nb.scene7.com/is/image/NB/bbp236gr_nb_40_i?$pdpflexf2$,new-balance-store,54.99,54.99,IN STOCK,https://www.newbalance.com/pd/youth-adversary-2-knicker-solid-athletic/BBP236.html
PI-0007,new-balance-youth-adversary-2-knicker-piped-athletic,Youth Adversary 2 Knicker Piped Athletic,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Youth Adversary 2 Knicker Piped Athletic — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4.4,192,3299,false,https://nb.scene7.com/is/image/NB/bbp240wk_nb_40_i?$pdpflexf2$,new-balance-store,54.99,54.99,IN STOCK,https://www.newbalance.com/pd/youth-adversary-2-knicker-piped-athletic/BBP240.html
PI-0008,new-balance-youth-adversary-2-pant-piped-tapered,Youth Adversary 2 Pant Piped Tapered,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Youth Adversary 2 Pant Piped Tapered — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,shoes; golf-athletic-shoes,3.9,173,2106,false,https://nb.scene7.com/is/image/NB/bbp316wk_nb_01_i?$pdpflexf2$,new-balance-store,54.99,54.99,IN STOCK,https://www.newbalance.com/pd/youth-adversary-2-pant-piped-tapered/BBP316.html
PI-0009,new-balance-youth-adversary-2-pant-solid-tapered,Youth Adversary 2 Pant Solid Tapered,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Youth Adversary 2 Pant Solid Tapered — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,shoes; golf-athletic-shoes,4.8,154,4369,false,https://nb.scene7.com/is/image/NB/bbp332gr_nb_01_i?$pdpflexf2$,new-balance-store,54.99,54.99,IN STOCK,https://www.newbalance.com/pd/youth-adversary-2-pant-solid-tapered/BBP332.html
PI-0010,new-balance-adversary-2-knicker-solid-athletic,Adversary 2 Knicker Solid Athletic,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Adversary 2 Knicker Solid Athletic — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,3.8,116,6897,false,https://nb.scene7.com/is/image/NB/bmp236wt_nb_70_i?$pdpflexf2$,new-balance-store,54.99,54.99,IN STOCK,https://www.newbalance.com/pd/adversary-2-knicker-solid-athletic/BMP236.html
PI-0011,new-balance-adversary-2-knicker-piped-athletic,Adversary 2 Knicker Piped Athletic,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Adversary 2 Knicker Piped Athletic — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4.3,135,1460,false,https://nb.scene7.com/is/image/NB/bmp240gnv_nb_40_i?$pdpflexf2$,new-balance-store,54.99,54.99,IN STOCK,https://www.newbalance.com/pd/adversary-2-knicker-piped-athletic/BMP240.html
PI-0012,new-balance-adversary-2-pant-piped-tapered,Adversary 2 Pant Piped Tapered,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Adversary 2 Pant Piped Tapered — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,shoes; golf-athletic-shoes,4.8,154,6265,false,https://nb.scene7.com/is/image/NB/bmp316wn_nb_01_i?$pdpflexf2$,new-balance-store,54.99,54.99,IN STOCK,https://www.newbalance.com/pd/adversary-2-pant-piped-tapered/BMP316.html
PI-0013,new-balance-adversary-2-pant-solid-tapered,Adversary 2 Pant Solid Tapered,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Adversary 2 Pant Solid Tapered — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,shoes; golf-athletic-shoes,3.9,173,4638,false,https://nb.scene7.com/is/image/NB/bmp332wt_nb_70_i?$pdpflexf2$,new-balance-store,54.99,54.99,IN STOCK,https://www.newbalance.com/pd/adversary-2-pant-solid-tapered/BMP332.html
PI-0014,new-balance-ultra-cushion,Ultra Cushion,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Ultra Cushion — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4.6,40,2995,false,https://nb.scene7.com/is/image/NB/fl6381gr_nb_03_i?$pdpflexf2$,new-balance-store,74.99,74.99,IN STOCK,https://www.newbalance.com/pd/ultra-cushion/FL6381.html
PI-0015,new-balance-therapeutic-cushion,Therapeutic Cushion,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Therapeutic Cushion — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,3.7,59,2160,false,https://nb.scene7.com/is/image/NB/fl6382bk_nb_03_i?$pdpflexf2$,new-balance-store,54.99,54.99,IN STOCK,https://www.newbalance.com/pd/therapeutic-cushion/FL6382.html
PI-0016,new-balance-comfort-fit,Comfort Fit,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Comfort Fit — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4.2,78,3885,true,https://nb.scene7.com/is/image/NB/fl6385bl_nb_03_i?$pdpflexf2$,new-balance-store,49.99,49.99,IN STOCK,https://www.newbalance.com/pd/comfort-fit/FL6385.html
PI-0017,new-balance-flex-cushion,Flex Cushion,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Flex Cushion — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4.7,97,1870,false,https://nb.scene7.com/is/image/NB/fl6386gr_nb_03_i?$pdpflexf2$,new-balance-store,49.99,49.99,IN STOCK,https://www.newbalance.com/pd/flex-cushion/FL6386.html
PI-0018,new-balance-slim-fit,Slim Fit,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Slim Fit — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4,164,1095,false,https://nb.scene7.com/is/image/NB/fl6391lb_nb_03_i?$pdpflexf2$,new-balance-store,59.99,59.99,IN STOCK,https://www.newbalance.com/pd/slim-fit/FL6391.html
PI-0019,new-balance-running-cushion-cfx,Running Cushion CFX,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Running Cushion CFX — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,4.5,183,3332,true,https://nb.scene7.com/is/image/NB/fl6394lg_nb_03_i?$pdpflexf2$,new-balance-store,64.99,64.99,IN STOCK,https://www.newbalance.com/pd/running-cushion-cfx/FL6394.html
PI-0020,new-balance-running-support-cfx,Running Support CFX,new-balance,shoes,Golf/Athletic Shoes,unisex,"New Balance Running Support CFX — golf/athletic shoes tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,shoes; golf-athletic-shoes,3.7,209,5292,false,https://nb.scene7.com/is/image/NB/fl6397rd_nb_03_i?$pdpflexf2$,new-balance-store,69.99,69.99,IN STOCK,https://www.newbalance.com/pd/running-support-cfx/FL6397.html
PI-0021,lululemon-lululemon-align-high-rise-pant-28,"lululemon Align High-Rise Pant 28""",lululemon,sportswear,Women's Leggings,women,"Lululemon lululemon Align High-Rise Pant 28"" — women's leggings tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,leggings; women-s-leggings,4.2,228,2503,false,https://images.lululemon.com/is/image/lululemon/LW5DITS_077066_1,lululemon-store,98,98,IN STOCK,https://shop.lululemon.com/p/womens-leggings/Align-Pant-Full-Length-28/_/prod8780551
PI-0022,lululemon-lululemon-align-high-rise-pant-25,"lululemon Align High-Rise Pant 25""",lululemon,sportswear,Women's Leggings,women,"Lululemon lululemon Align High-Rise Pant 25"" — women's leggings tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,leggings; women-s-leggings,4.1,171,1030,false,https://images.lululemon.com/is/image/lululemon/LW5JKQS_079705_1,lululemon-store,98,98,IN STOCK,https://shop.lululemon.com/p/womens-leggings/Align-Pant-2/_/prod2020012
PI-0023,lululemon-groove-nulu-high-rise-flared-pant-regular,Groove Nulu High-Rise Flared Pant Regular,lululemon,sportswear,Women's Leggings,women,"Lululemon Groove Nulu High-Rise Flared Pant Regular — women's leggings tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,leggings; women-s-leggings,4.6,190,3937,false,https://images.lululemon.com/is/image/lululemon/LW5HD8R_077066_1,lululemon-store,118,118,IN STOCK,https://shop.lululemon.com/p/womens-leggings/Groove-Nulu-High-Rise-Flared-Pant-Regular/_/prod11871437
PI-0024,lululemon-lululemon-align-no-line-high-rise-pant-28,"lululemon Align No Line High-Rise Pant 28""",lululemon,sportswear,Women's Leggings,women,"Lululemon lululemon Align No Line High-Rise Pant 28"" — women's leggings tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,leggings; women-s-leggings,4.3,85,6536,false,https://images.lululemon.com/is/image/lululemon/LW5JRXS_079896_1,lululemon-store,108,108,IN STOCK,https://shop.lululemon.com/p/womens-leggings/lululemon-Align-No-Line-High-Rise-Pant-28/_/prod11900022
PI-0025,lululemon-lululemon-align-high-rise-pant-31,"lululemon Align High-Rise Pant 31""",lululemon,sportswear,Women's Leggings,women,"Lululemon lululemon Align High-Rise Pant 31"" — women's leggings tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,leggings; women-s-leggings,4.8,104,4725,false,https://images.lululemon.com/is/image/lululemon/LW5CTJT_0001_1,lululemon-store,98,98,IN STOCK,https://shop.lululemon.com/p/womens-leggings/Align-Pant-Tall/_/prod9410067
PI-0026,lululemon-groove-nulu-high-rise-flared-pant-short,Groove Nulu High-Rise Flared Pant Short,lululemon,sportswear,Women's Leggings,women,"Lululemon Groove Nulu High-Rise Flared Pant Short — women's leggings tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",Red,,leggings; women-s-leggings,4.7,47,7718,false,https://images.lululemon.com/is/image/lululemon/LW5IS9S_077066_1,lululemon-store,118,118,IN STOCK,https://shop.lululemon.com/p/womens-leggings/Groove-High-Rise-Nulu-Flared-Pant-Short/_/prod11871473
PI-0027,lululemon-wunder-train-no-line-high-rise-tight-25,"Wunder Train No Line High-Rise Tight 25""",lululemon,sportswear,Women's Leggings,women,"Lululemon Wunder Train No Line High-Rise Tight 25"" — women's leggings tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,leggings; women-s-leggings,3.8,66,2267,false,https://images.lululemon.com/is/image/lululemon/LW5IETS_077066_1,lululemon-store,108,108,IN STOCK,https://shop.lululemon.com/p/wunder-train-no-line-high-rise-tight-25/ciikqqn7xm
PI-0028,lululemon-lululemon-glow-up-super-high-rise-tight-25,"lululemon Glow Up Super-High-Rise Tight 25""",lululemon,sportswear,Women's Leggings,women,"Lululemon lululemon Glow Up Super-High-Rise Tight 25"" — women's leggings tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,leggings; women-s-leggings,3.9,57,5564,false,https://images.lululemon.com/is/image/lululemon/LW5IZYS_075700_1,lululemon-store,118,118,IN STOCK,https://shop.lululemon.com/p/womens-leggings/Glow-Up-Super-High-Rise-Tight-25/_/prod11800851
PI-0029,lululemon-unrestricted-power-high-rise-tight-25,"Unrestricted Power High-Rise Tight 25""",lululemon,sportswear,Women's Leggings,women,"Lululemon Unrestricted Power High-Rise Tight 25"" — women's leggings tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,leggings; women-s-leggings,4.4,76,3185,false,https://images.lululemon.com/is/image/lululemon/LW5GP4S_031382_1,lululemon-store,118,118,IN STOCK,https://shop.lululemon.com/p/womens-leggings/Unrestricted-Power-High-Rise-Tight-25/_/prod20009403
PI-0030,lululemon-lululemon-align-high-rise-pant-with-pockets-28,"lululemon Align High-Rise Pant with Pockets 28""",lululemon,sportswear,Women's Leggings,women,"Lululemon lululemon Align High-Rise Pant with Pockets 28"" — women's leggings tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,leggings; women-s-leggings,3.6,218,6475,false,https://images.lululemon.com/is/image/lululemon/LW5DUIS_075700_1,lululemon-store,128,128,IN STOCK,https://shop.lululemon.com/p/womens-leggings/Align-Pant-Full-Length-28-Pockets/_/prod9230087
PI-0031,lululemon-sojourn-jacket,Sojourn Jacket,lululemon,clothing,Jackets & Outerwear,women,"Lululemon Sojourn Jacket — jackets & outerwear tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,jackets; jackets-outerwear,4.5,199,3482,true,https://images.lululemon.com/is/image/lululemon/LM3FYDS_077066_1,lululemon-store,148,148,IN STOCK,https://shop.lululemon.com/p/mens-jackets-and-outerwear/Sojourn-Jacket/_/prod8510102
PI-0032,lululemon-define-jacket-nulu,Define Jacket Nulu,lululemon,clothing,Jackets & Outerwear,women,"Lululemon Define Jacket Nulu — jackets & outerwear tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,jackets; jackets-outerwear,4.6,56,869,false,https://images.lululemon.com/is/image/lululemon/LW4CAFS_081055_1,lululemon-store,128,128,IN STOCK,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket-Nulu/_/prod11020158
PI-0033,lululemon-define-jacket-luon,Define Jacket Luon,lululemon,clothing,Jackets & Outerwear,women,"Lululemon Define Jacket Luon — jackets & outerwear tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,jackets; jackets-outerwear,4.1,237,2680,false,https://images.lululemon.com/is/image/lululemon/LW3GQ6S_0001_1,lululemon-store,128,128,IN STOCK,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Define-Jacket/_/prod5020054
PI-0034,lululemon-sleek-city-jacket,Sleek City Jacket,lululemon,clothing,Jackets & Outerwear,women,"Lululemon Sleek City Jacket — jackets & outerwear tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,jackets; jackets-outerwear,4.4,142,5361,false,https://images.lululemon.com/is/image/lululemon/LW4CKZS_074110_1,lululemon-store,198,198,IN STOCK,https://shop.lululemon.com/p/sleek-city-jacket-2/gb7lte1phg
PI-0035,lululemon-define-cropped-jacket-nulu,Define Cropped Jacket Nulu,lululemon,clothing,Jackets & Outerwear,women,"Lululemon Define Cropped Jacket Nulu — jackets & outerwear tracked across 1 store. We compare live prices, stock and coupons so you always land on the cheapest active listing.",,,jackets; jackets-outerwear,3.9,123,5718,false,https://images.lululemon.com/is/image/lululemon/LW3HJFS_081055_1,lululemon-store,128,128,IN STOCK,https://shop.lululemon.com/p/jackets-and-hoodies-jackets/Nulu-Cropped-Define-Jacket/_/prod10930188
